dnsinfo_ip, dnsinfo_domain, country_code, geo_lat, geo_long
64.74.223.39, grantscentral.org, US, 47.6051, -122.1134
64.74.223.39, plan100.com, US, 47.6051, -122.1134
64.74.223.39, jdskitchenandbath.com, US, 47.6051, -122.1134
64.74.223.39, cookwaretoday.org, US, 47.6051, -122.1134
64.74.223.39, fistam.com, US, 47.6051, -122.1134
64.74.223.39, accountingtechs.biz, US, 47.6051, -122.1134
64.74.223.39, www.jlrweb.com, US, 47.6051, -122.1134
64.74.223.39, voetsek.com, US, 47.6051, -122.1134
64.74.223.39, benchmarkdesignbuild.com, US, 47.6051, -122.1134
64.74.223.39, igamehome.com, US, 47.6051, -122.1134
64.74.223.39, hajiagha.com, US, 47.6051, -122.1134
64.74.223.39, omnioiltech.comm.com, US, 47.6051, -122.1134
64.74.223.39, articlesgrab.com, US, 47.6051, -122.1134
64.74.223.39, fagmail.com, US, 47.6051, -122.1134
64.74.223.39, www.game.de, US, 47.6051, -122.1134
64.74.223.39, gtacriminalrussia.com, US, 47.6051, -122.1134
64.74.223.39, thebeachspa.comm.com, US, 47.6051, -122.1134
64.74.223.39, scoutxing.com, US, 47.6051, -122.1134
64.74.223.39, warezfusion.org, US, 47.6051, -122.1134
64.74.223.39, filmite.org, US, 47.6051, -122.1134
64.74.223.39, santista.com, US, 47.6051, -122.1134
64.74.223.39, vertiche.com, US, 47.6051, -122.1134
64.74.223.39, vacuumtherapy.org, US, 47.6051, -122.1134
64.74.223.39, ynfdc.com, US, 47.6051, -122.1134
64.74.223.39, falmouthbeachhotel.com, US, 47.6051, -122.1134
64.74.223.39, spanishforthighschool.com, US, 47.6051, -122.1134
64.74.223.39, mshipke.com, US, 47.6051, -122.1134
64.74.223.39, swentevs007.honolulurestaurantguide.com, US, 47.6051, -122.1134
64.74.223.39, reallyexcited.com, US, 47.6051, -122.1134
64.74.223.39, qxigf.com, US, 47.6051, -122.1134
64.74.223.39, legendas.org, US, 47.6051, -122.1134
64.74.223.39, austinareapestcontrol.com, US, 47.6051, -122.1134
64.74.223.39, gfdgfd.com, US, 47.6051, -122.1134
